RECORDING_SESSION_LABEL	CURRENT_FIX_ADJUSTED	CURRENT_FIX_PUPIL	TRIAL_INDEX	button_RT	button_pressed	combined_cs_status	comp_q	cs_word	cs_word_char_position	cs_word_length	cs_word_or_combo	cs_word_or_combo_char_position	cs_word_or_combo_length	cs_word_or_combo_word_position	cs_word_word_position	cword	cword_char_position	cword_length	cword_word_position	e_status	exp_button	exp_response	frame_cword_space	item_num	lang	list.x	p_status	pre_cs_word_frame_space	pre_cs_word_or_combo_space	pre_cword_frame_space	response_accuracy	sent	sent_length_words	taboo_status	SINGLE_FIXATION_DURATION	FIRST_FIXATION_DURATION	GAZE_DURATION	REGRESSION_PATH_DURATION	REREADING_DURATION	TOTAL_DURATION	FIRST_PASS_REGRESSION	FIRST_PAST_FIXATION	list.y	Lang_order	DELE	MELICET	dominance	FIRST_FIXATION_DURATION_SC	TOTAL_DURATION_SC	GAZE_DURATION_SC	dominance_SC	dom_cat
9	FALSE	758	50	2137	Down	y	Did the person see the picture on their computer?	picture	19	7	a picture	17	9	4	5	wolf	32	4	1	e	Down	n	Yesterday I saw a picture of a wolf	12	Eng	3	s	Yesterday I saw a	Yesterday I saw	Yesterday I saw a picture of a	correct	Yesterday I saw a picture of a wolf in my cousin's phone.	12	neut	0	12	322	322	0	762	0	1	3	E1_SCS1	29	46	0.630434783	-0.752012078	1.117745856	0.617932701	-0.714377726	L
9	FALSE	798	26	3710	Up	n	¿Los niños comienzan a hablar de esto muy temprano?	start	11	5	start	11	5	3	3	politics	31	8	1	e	Up	y	Los niños start talking about politics	20	CS	3	s	Los niños	Los niños	Los niños start talking about	correct	Los niños start talking about politics very early these days.	10	neut	242	242	242	242	0	375	0	1	3	E1_SCS1	29	46	0.630434783	0.742356436	0.127923933	0.26957161	-0.714377726	L
9	FALSE	716	28	3646	Up	n	¿Viajó mucho en sus veintes?	cuando	22	6	cuando	22	6	5	5	prostituta	44	10	1	e	Up	y	Mi amiga viajó mucho cuando trabajaba como prostituta	47	Spa	3	s	Mi amiga viajó mucho	Mi amiga viajó mucho	Mi amiga viajó mucho cuando trabajaba como	correct	Mi amiga viajó mucho cuando trabajaba como prostituta en sus veintes.	11	taboo	30	30	30	30	0	30	0	1	3	E1_SCS1	29	46	0.630434783	-0.635061499	-0.754475455	-0.653585281	-0.714377726	L
9	FALSE	695	36	7590	Up	n	¿Estaban junto a la nevera?	talking	8	7	talking	8	7	3	3	government	22	10	1	e	Up	y	Los oí talking about government	26	CS	3	s	Los oí	Los oí	Los oí talking about	correct	Los oí talking about government by the refrigerator.	8	neut	0	162	554	554	0	554	0	1	3	E1_SCS1	29	46	0.630434783	0.222576083	0.585748543	1.628179864	-0.714377726	L
9	FALSE	784	38	4242	Down	n	¿Es el producto para la skin?	for	15	3	for	15	3	4	4	vagina	39	6	1	e	Up	y	Vi un anuncio for a new cream for the vagina	3	CS	3	s	Vi un anuncio	Vi un anuncio	Vi un anuncio for a new cream for the	incorrect	Vi un anuncio for a new cream for the vagina so that it doesn't itch.	15	taboo	.	0	0	0	.	860	.	0	3	E1_SCS1	29	46	0.630434783	-0.829979131	1.368398436	-0.78422069	-0.714377726	L
9	FALSE	729	39	4818	Up	n	¿Leyó el consejos en línea?	algunos	10	7	algunos	10	7	3	3	discursos	36	9	1	e	Up	y	He leído algunos consejos para dar discursos	34	Spa	3	s	He leído	He leído	He leído algunos consejos para dar	correct	He leído algunos consejos para dar discursos en Internet.	9	neut	.	0	0	0	.	1160	.	0	3	E1_SCS1	29	46	0.630434783	-0.829979131	2.135702252	-0.78422069	-0.714377726	L
9	FALSE	739	40	1431	Down	n	¿Lo estaban vendiendo?	vi	34	2	vi	34	2	6	6	agua	63	4	1	e	Down	n	"Mientras caminaba por el campus, vi que estaban distribuyendo agua"	40	Spa	3	s	"Mientras caminaba por el campus,"	"Mientras caminaba por el campus,"	"Mientras caminaba por el campus, vi que estaban distribuyendo"	correct	"Mientras caminaba por el campus, vi que estaban distribuyendo agua a los estudiantes en la plaza."	16	neut	0	156	1076	1076	0	1827	0	1	3	E1_SCS1	29	46	0.630434783	0.183592557	3.841674403	3.901235982	-0.714377726	L
9	FALSE	729	41	2098	Down	n	¿Ocurrió esto después del gimnasio?	ella	24	4	ella	24	4	5	5	máscara	45	7	1	e	Down	n	"Después de la reunión, ella se inclinó y su máscara"	28	Spa	3	s	"Después de la reunión,"	"Después de la reunión,"	"Después de la reunión, ella se inclinó y su"	correct	"Después de la reunión, ella se inclinó y su máscara cayó de su bolso."	14	neut	0	158	353	353	0	1127	0	1	3	E1_SCS1	29	46	0.630434783	0.196587066	2.051298832	0.752922623	-0.714377726	L
9	FALSE	802	7	3388	Up	n	¿Dijo el niño esto?	said	9	4	said	9	4	3	3	pussy	15	5	1	e	Up	y	El niño said pussy	9	CS	3	s	El niño	El niño	El niño said	correct	El niño said pussy in front of everyone.	8	taboo	160	160	160	160	0	284	0	1	3	E1_SCS1	29	46	0.630434783	0.209581575	-0.104824891	-0.087498508	-0.714377726	L
9	FALSE	799	8	3027	Down	n	¿Lo oí ayer?	oí	8	2	oí	8	2	2	2	palmoteo	14	8	1	e	Up	y	Anoche oí un palmoteo	4	Spa	3	s	Anoche	Anoche	Anoche oí un	incorrect	Anoche oí un palmoteo del apartamento de mi vecino.	9	neut	0	161	406	406	0	1144	0	1	3	E1_SCS1	29	46	0.630434783	0.216078829	2.094779382	0.983711846	-0.714377726	L
9	FALSE	697	10	1833	Up	y	¿Estuvo cerca?	would	36	5	I would	34	7	7	8	orgy	58	4	1	e	Up	y	"Si no tuviera tareas para hacer, I would have gone to an orgy"	39	CS	3	s	"Si no tuviera tareas para hacer, I"	"Si no tuviera tareas para hacer,"	"Si no tuviera tareas para hacer, I would have gone to an"	correct	"Si no tuviera tareas para hacer, I would have gone to an orgy that was nearby."	16	taboo	0	299	695	695	0	695	0	1	3	E1_SCS1	29	46	0.630434783	1.112699938	0.946381337	2.242166287	-0.714377726	L
9	FALSE	819	14	3000	Down	n	¿Invitó a la persona por correo electrónico?	invitó	42	6	invitó	42	6	9	9	zorra	55	5	1	e	Down	n	"Ayer por la noche, por mensaje de texto, invitó a esa zorra"	41	Spa	3	s	"Ayer por la noche, por mensaje de texto,"	"Ayer por la noche, por mensaje de texto,"	"Ayer por la noche, por mensaje de texto, invitó a esa"	correct	"Ayer por la noche, por mensaje de texto, invitó a esa zorra a su lugar a cenar."	17	taboo	0	166	483	483	0	1019	0	1	3	E1_SCS1	29	46	0.630434783	0.248565101	1.775069458	1.319009396	-0.714377726	L
9	FALSE	745	15	6008	Up	y	¿Estaba la persona adolorida después del trabajo?	massaged	30	8	he massaged	27	11	5	6	butt	42	4	1	e	Up	y	"Cuando volví del trabajo, he massaged my butt"	45	CS	3	s	"Cuando volví del trabajo, he"	"Cuando volví del trabajo,"	"Cuando volví del trabajo, he massaged my"	correct	"Cuando volví del trabajo, he massaged my butt before we went to bed."	13	taboo	153	153	153	153	0	743	0	1	3	E1_SCS1	29	46	0.630434783	0.164100794	1.069149948	-0.117980104	-0.714377726	L
9	FALSE	701	22	4285	Down	n	¿Se le impidió ir a un viaje de negocios?	dijo	9	4	dijo	9	4	3	3	obligaciones	18	12	1	e	Down	n	Su mamá dijo que obligaciones	22	Spa	3	s	Su mamá	Su mamá	Su mamá dijo que	correct	Su mamá dijo que obligaciones le impidió ir al viaje escolar.	11	neut	155	155	155	155	0	695	0	1	3	E1_SCS1	29	46	0.630434783	0.177095303	0.946381337	-0.109271077	-0.714377726	L
9	FALSE	744	23	10268	Up	n	¿Es este un problema in cities?	that	15	4	that	15	4	3	3	education	20	9	1	e	Down	n	Lei somewhere that education	2	CS	3	s	Lei somewhere	Lei somewhere	Lei somewhere that	incorrect	Lei somewhere that education is a big problem in small communities.	11	neut	.	0	0	0	.	2782	.	0	3	E1_SCS1	29	46	0.630434783	-0.829979131	6.284258218	-0.78422069	-0.714377726	L
9	FALSE	775	13	1889	Down	n	Was he addicted for 5 years?	was	16	3	was	16	3	4	4	masturbation	32	12	1	e	Down	n	"In college, he was addicted to masturbation"	13	Eng	3	s	"In college, he"	"In college, he"	"In college, he was addicted to"	correct	"In college, he was addicted to masturbation for three years."	10	taboo	.	0	0	0	.	302	.	0	3	E1_SCS1	29	46	0.630434783	-0.829979131	-0.058786662	-0.78422069	-0.714377726	L
9	FALSE	750	16	2553	Down	n	Did this happen when he returned from the lake?	from	18	4	from	18	4	4	4	shit	40	4	1	e	Down	n	"When he returned from the farm, he had shit"	7	Eng	3	s	When he returned	When he returned	"When he returned from the farm, he had"	correct	"When he returned from the farm, he had shit all over his pants."	13	taboo	115	115	115	115	0	522	0	1	3	E1_SCS1	29	46	0.630434783	-0.082794874	0.503902803	-0.283451622	-0.714377726	L
9	FALSE	786	18	3266	Down	n	Were they in front of the cinema?	there	21	5	there	21	5	5	5	girls	41	5	1	e	Down	n	My friend said that there were a lot of girls	36	Eng	3	s	My friend said that	My friend said that	My friend said that there were a lot of	correct	My friend said that there were a lot of girls in front of the club last night.	17	neut	.	0	0	0	.	0	.	0	3	E1_SCS1	29	46	0.630434783	-0.829979131	-0.831205837	-0.78422069	-0.714377726	L
9	FALSE	862	23	3565	Up	n	Did Maria's mom find it in Maria's private space?	found	13	5	found	13	5	3	3	dildo	21	5	1	e	Up	y	Maria's mom found a dildo	25	Eng	3	s	Maria's mom	Maria's mom	Maria's mom found a	correct	Maria's mom found a dildo in her room.	8	taboo	0	147	314	314	0	975	0	1	3	E1_SCS1	29	46	0.630434783	0.125117267	1.662531565	0.583096591	-0.714377726	L
9	FALSE	701	25	2388	Down	n	Was it on the train seat?	that	15	4	that	15	4	4	4	flour	30	5	1	e	Down	n	I could swear that there was flour	24	Eng	3	s	I could swear	I could swear	I could swear that there was	correct	I could swear that there was flour on the seat of the bus.	13	neut	.	0	0	0	.	0	.	0	3	E1_SCS1	29	46	0.630434783	-0.829979131	-0.831205837	-0.78422069	-0.714377726	L
9	FALSE	834	26	2215	Up	n	Was he in a relationship when he got it?	gave	19	4	gave	19	4	4	4	motorcycle	30	10	1	e	Up	y	His ex girlfriend gave him a motorcycle	30	Eng	3	s	His ex girlfriend	His ex girlfriend	His ex girlfriend gave him a	correct	His ex girlfriend gave him a motorcycle in college.	9	neut	154	154	154	154	0	547	0	1	3	E1_SCS1	29	46	0.630434783	0.170598048	0.567844788	-0.11362559	-0.714377726	L
9	FALSE	740	43	3011	Up	n	¿El hombre hizo esto en público?	mostró	14	6	mostró	14	6	4	4	arte	24	4	1	e	Up	y	Un hombre le mostró su arte	16	Spa	3	s	Un hombre le	Un hombre le	Un hombre le mostró su	correct	Un hombre le mostró su arte en la calle.	9	neut	160	160	160	160	0	428	0	1	3	E1_SCS1	29	46	0.630434783	0.209581575	0.263480941	-0.087498508	-0.714377726	L
9	FALSE	793	46	1385	Down	n	¿Ocurrió esto en la mañana?	the other	26	9	the other	26	9	6	6	sandwich	51	8	1	e	Down	n	"Cuando regrese a mi casa the other night, I had a sandwich"	38	CS	3	s	Cuando regrese a mi casa	Cuando regrese a mi casa	"Cuando regrese a mi casa the other night, I had a"	correct	"Cuando regrese a mi casa the other night, I had a sandwich on the couch."	15	neut	295	295	295	295	0	295	0	1	3	E1_SCS1	29	46	0.630434783	1.08671092	-0.076690418	0.500360832	-0.714377726	L
9	FALSE	797	53	3095	Down	n	¿Alguien escribió en la pared al lado de la iglesia?	somebody	15	8	somebody	15	8	4	4	whore	31	5	1	e	Down	n	"El año pasado somebody wrote \whore\"""""	27	CS	3	s	El año pasado	El año pasado	El año pasado somebody wrote	correct	"El año pasado somebody wrote \whore\"" on the wall next to the bank."""	13	taboo	.	0	0	0	.	0	.	0	3	E1_SCS1	29	46	0.630434783	-0.829979131	-0.831205837	-0.78422069	-0.714377726	L
9	FALSE	735	6	2489	Up	n	Did they hurt after jogging?	that	10	4	that	10	4	3	3	knees	19	5	1	e	Up	y	She said that her knees	18	Eng	3	s	She said	She said	She said that her	correct	She said that her knees hurt after running.	8	neut	151	151	151	151	0	151	0	1	3	E1_SCS1	29	46	0.630434783	0.151106285	-0.44499625	-0.126689131	-0.714377726	L
9	FALSE	837	7	2933	Up	n	Did this happen after the training?	was	16	3	was	16	3	3	3	horny	25	5	1	e	Up	y	His girlfriend was very horny	1	Eng	3	s	His girlfriend	His girlfriend	His girlfriend was very	correct	His girlfriend was very horny after her usual workout in the morning.	12	taboo	152	152	152	152	0	835	0	1	3	E1_SCS1	29	46	0.630434783	0.157603539	1.304456451	-0.122334617	-0.714377726	L
9	FALSE	719	9	5733	Down	n	Did he get out of the car?	and	28	3	and	28	3	7	7	airplane	49	8	1	e	Down	n	"He got out of the building and started yelling \airplane\"""""	48	Eng	3	s	He got out of the building	He got out of the building	He got out of the building and started yelling	correct	"He got out of the building and started yelling \airplane\"" in the middle of a busy street."""	17	neut	155	155	155	155	0	155	0	1	3	E1_SCS1	29	46	0.630434783	0.177095303	-0.434765532	-0.109271077	-0.714377726	L
9	FALSE	669	32	1361	Down	y	Did this happen in the street?	heard	13	5	I heard	11	7	3	4	handjob	43	7	1	e	Down	n	Last week I heard that Angela gave John a handjob	37	Eng	3	s	Last week I	Last week	Last week I heard that Angela gave John a	correct	Last week I heard that Angela gave John a handjob in the park.	13	taboo	0	261	522	522	0	727	0	1	3	E1_SCS1	29	46	0.630434783	0.86580427	1.028227077	1.488835428	-0.714377726	L
9	FALSE	691	35	2451	Down	n	Did they examine them at the doctor's office?	they	18	4	they	18	4	4	4	testicles	36	9	1	e	Down	n	"Today at school, they examined the testicles"	31	Eng	3	s	"Today at school,"	"Today at school,"	"Today at school, they examined the"	correct	"Today at school, they examined the testicles of the children at the annual health checkup."	15	taboo	146	146	146	146	0	599	0	1	3	E1_SCS1	29	46	0.630434783	0.118620013	0.700844116	-0.148461699	-0.714377726	L
9	FALSE	755	37	1182	Up	n	Did they go on a date?	that	15	4	that	15	4	4	4	cock	29	4	1	e	Up	y	I didnÆt know that he had a cock	43	Eng	3	s	I didnÆt know	I didnÆt know	I didnÆt know that he had a	correct	I didnÆt know that he had a cock that big until we went on a date.	16	taboo	.	0	0	0	.	0	.	0	3	E1_SCS1	29	46	0.630434783	-0.829979131	-0.831205837	-0.78422069	-0.714377726	L
9	FALSE	736	42	2272	Down	n	Did the person see it on the cupboard?	we	15	2	we	15	2	4	4	pubic hair	45	10	1	e	Down	n	"In the hostel we were staying at, I found a pubic hair"	19	Eng	3	s	In the hostel	In the hostel	"In the hostel we were staying at, I found a"	correct	"In the hostel we were staying at, I found a pubic hair on the bed sheet."	16	taboo	139	139	139	139	0	467	0	1	3	E1_SCS1	29	46	0.630434783	0.073139232	0.363230437	-0.178943295	-0.714377726	L
9	FALSE	806	43	4032	Down	y	Did they read about this yesterday?	read	17	4	I read	15	6	3	4	show	30	4	1	e	Down	n	"This morning, I read about a show"	6	Eng	3	s	"This morning, I"	"This morning,"	"This morning, I read about a"	correct	"This morning, I read about a show that happened yesterday in our city."	14	neut	156	156	156	156	0	951	0	1	3	E1_SCS1	29	46	0.630434783	0.183592557	1.60114726	-0.104916563	-0.714377726	L
9	FALSE	763	44	2802	Down	n	Could she button the jacket?	was	23	3	was	23	3	5	5	shoulders	45	9	1	e	Down	n	The blazer she bought was too small for her shoulders	42	Eng	3	s	The blazer she bought	The blazer she bought	The blazer she bought was too small for her	correct	"The blazer she bought was too small for her shoulders, so she returned it."	14	neut	150	150	150	150	0	150	0	1	3	E1_SCS1	29	46	0.630434783	0.14460903	-0.447553929	-0.131043645	-0.714377726	L
10	FALSE	1033	20	2922	Down	n	¿Ocurrió esto después del gimnasio?	she	24	3	she	24	3	5	5	tampon	43	6	1	e	Down	n	"Después de la reunión, she leaned and her tampon"	28	CS	4	s	"Después de la reunión,"	"Después de la reunión,"	"Después de la reunión, she leaned and her"	correct	"Después de la reunión, she leaned and her tampon fell out of her bag."	14	taboo	0	158	317	317	0	317	0	1	4	E1_SCS1	44	44	1	0.196587066	-0.020421471	0.596160132	0.955233529	H
10	FALSE	858	15	1147	Down	y	¿Era rico después de la universidad?	donated	31	7	he donated	28	10	5	6	sperm	39	5	1	e	Down	n	"Después de la universidad, he donated sperm"	46	CS	4	s	"Después de la universidad, he"	"Después de la universidad,"	"Después de la universidad, he donated"	correct	"Después de la universidad, he donated sperm to make some extra cash."	12	taboo	0	159	350	350	0	350	0	1	4	E1_SCS1	44	44	1	0.20308432	0.063981948	0.739859082	0.955233529	H
10	FALSE	940	7	2360	Down	n	Did she get hurt last winter?	she	14	3	she	14	3	3	3	clitoris	27	8	1	e	Down	n	"Last summer, she hurt her clitoris"	8	Eng	4	s	"Last summer,"	"Last summer,"	"Last summer, she hurt her"	correct	"Last summer, she hurt her clitoris trying to get on a horse."	12	taboo	.	0	0	0	.	321	.	0	4	E1_SCS1	44	44	1	-0.829979131	-0.010190754	-0.78422069	0.955233529	H
10	FALSE	715	9	2444	Up	n	Did Maria's mom find it in Maria's private space?	found	13	5	found	13	5	3	3	cigarette	21	9	1	e	Up	y	Maria's mom found a cigarette	25	Eng	4	s	Maria's mom	Maria's mom	Maria's mom found a	correct	Maria's mom found a cigarette in her room.	8	neut	0	151	296	296	0	582	0	1	4	E1_SCS1	44	44	1	0.151106285	0.657363566	0.504715346	0.955233529	H
10	FALSE	829	13	1307	Up	n	Did they go on a date?	that	15	4	that	15	4	4	4	belly	29	5	1	e	Up	y	I didnÆt know that he had a belly	43	Eng	4	s	I didnÆt know	I didnÆt know	I didnÆt know that he had a	correct	I didnÆt know that he had a belly that big until we went on a date.	16	neut	.	0	0	0	.	0	.	0	4	E1_SCS1	44	44	1	-0.829979131	-0.831205837	-0.78422069	0.955233529	H
10	FALSE	688	20	2440	Up	n	Did a lot of them fall?	yesterday	25	9	yesterday	25	9	7	7	condoms	47	7	1	e	Up	y	"When I was in the store yesterday, a bunch of condoms"	32	Eng	4	s	When I was in the store	When I was in the store	"When I was in the store yesterday, a bunch of"	correct	"When I was in the store yesterday, a bunch of condoms fell from a shelf."	15	taboo	.	0	0	0	.	193	.	0	4	E1_SCS1	44	44	1	-0.829979131	-0.337573715	-0.78422069	0.955233529	H
10	FALSE	871	26	3783	Up	n	Do children start talking about this very early?	start	6	5	start	6	5	2	2	sex	26	3	1	e	Up	y	Kids start talking about sex	20	Eng	4	s	Kids	Kids	Kids start talking about	correct	Kids start talking about sex very early these days.	9	taboo	165	165	165	165	0	507	0	1	4	E1_SCS1	44	44	1	0.242067847	0.465537612	-0.06572594	0.955233529	H
10	FALSE	778	28	1484	Down	y	Did they find it in a fountain?	found	27	5	they found	22	10	4	5	turd	35	4	1	e	Down	n	"Earlier this summer, they found a turd"	44	Eng	4	s	"Earlier this summer, they"	"Earlier this summer,"	"Earlier this summer, they found a"	correct	"Earlier this summer, they found a turd in the showers at the waterpark."	13	taboo	0	151	355	355	0	355	0	1	4	E1_SCS1	44	44	1	0.151106285	0.076770345	0.761631651	0.955233529	H
10	FALSE	887	29	3789	Up	n	Did this happen after the training?	was	16	3	was	16	3	3	3	stiff	25	5	1	e	Up	y	His girlfriend was very stiff	1	Eng	4	s	His girlfriend	His girlfriend	His girlfriend was very	correct	His girlfriend was very stiff after her usual workout in the morning.	12	neut	153	153	153	153	0	442	0	1	4	E1_SCS1	44	44	1	0.164100794	0.299288452	-0.117980104	0.955233529	H
10	FALSE	660	30	1574	Down	n	Did this happen in the morning?	the other	17	9	the other	17	9	5	5	orgasm	43	6	1	e	Down	n	"When I got home the other night, I had an orgasm"	38	Eng	4	s	When I got home	When I got home	"When I got home the other night, I had an"	correct	"When I got home the other night, I had an orgasm on the couch."	14	taboo	.	0	0	0	.	296	.	0	4	E1_SCS1	44	44	1	-0.829979131	-0.074132738	-0.78422069	0.955233529	H
10	FALSE	687	31	2858	Down	n	Did they examine them at the doctor's office?	they	18	4	they	18	4	4	4	teeth	36	5	1	e	Down	n	"Today at school, they examined the teeth"	31	Eng	4	s	"Today at school,"	"Today at school,"	"Today at school, they examined the"	correct	"Today at school, they examined the teeth of the children at the annual health checkup."	15	neut	148	148	148	148	0	148	0	1	4	E1_SCS1	44	44	1	0.131614522	-0.452669288	-0.139752672	0.955233529	H
10	FALSE	828	32	1584	Down	n	Did this happen when he returned from the lake?	from	18	4	from	18	4	4	4	hay	40	3	1	e	Down	n	"When he returned from the farm, he had hay"	7	Eng	4	s	When he returned	When he returned	"When he returned from the farm, he had"	correct	"When he returned from the farm, he had hay all over his pants."	13	neut	0	204	580	580	0	580	0	1	4	E1_SCS1	44	44	1	0.495460769	0.652248207	1.741397218	0.955233529	H
10	FALSE	808	33	1174	Down	y	Did this happen in the street?	heard	13	5	I heard	11	7	3	4	letter	43	6	1	e	Down	n	Last week I heard that Angela gave Juan a letter	37	Eng	4	s	Last week I	Last week	Last week I heard that Angela gave Juan a	correct	Last week I heard that Angela gave Juan a letter in the park.	13	neut	.	0	0	0	.	60	.	0	4	E1_SCS1	44	44	1	-0.829979131	-0.677745074	-0.78422069	0.955233529	H
10	FALSE	861	34	1249	Down	n	Is this a problem in cities?	that	18	4	that	18	4	4	4	incest	23	6	1	e	Down	n	I read somewhere that incest	2	Eng	4	s	I read somewhere	I read somewhere	I read somewhere that	correct	I read somewhere that incest is a big problem in small communities.	12	taboo	155	155	155	155	0	155	0	1	4	E1_SCS1	44	44	1	0.177095303	-0.434765532	-0.109271077	0.955233529	H
10	FALSE	804	35	1580	Down	n	Was he addicted for 5 years?	was	16	3	was	16	3	4	4	sugar	32	5	1	e	Down	n	"In college, he was addicted to sugar"	13	Eng	4	s	"In college, he"	"In college, he"	"In college, he was addicted to"	correct	"In college, he was addicted to sugar for three years."	10	neut	150	150	150	150	0	150	0	1	4	E1_SCS1	44	44	1	0.14460903	-0.447553929	-0.131043645	0.955233529	H
10	FALSE	812	41	1230	Up	n	Did her baby hurt her?	bit	10	3	bit	10	3	3	3	nipple	18	6	1	e	Up	y	Her baby bit her nipple	14	Eng	4	s	Her baby	Her baby	Her baby bit her	correct	Her baby bit her nipple and drew blood.	8	taboo	80	80	80	80	0	223	0	1	4	E1_SCS1	44	44	1	-0.310198778	-0.260843334	-0.435859599	0.955233529	H
10	FALSE	827	43	2166	Up	n	Were they by the refrigerator?	talking	14	7	talking	14	7	4	4	pornography	28	11	1	e	Up	y	I heard them talking about pornography	26	Eng	4	s	I heard them	I heard them	I heard them talking about	correct	I heard them talking about pornography by the refrigerator.	9	taboo	.	0	0	0	.	0	.	0	4	E1_SCS1	44	44	1	-0.829979131	-0.831205837	-0.78422069	0.955233529	H
10	FALSE	713	51	1856	Down	n	Did the person see it on the cupboard?	we	15	2	we	15	2	4	4	quarter	45	7	1	e	Down	n	"In the hostel we were staying at, I found a quarter"	19	Eng	4	s	In the hostel	In the hostel	"In the hostel we were staying at, I found a"	correct	"In the hostel we were staying at, I found a quarter on the bed sheet."	15	neut	.	0	0	0	.	397	.	0	4	E1_SCS1	44	44	1	-0.829979131	0.18419288	-0.78422069	0.955233529	H
10	FALSE	1103	57	1348	Down	n	¿Podría abotonarse la chaqueta?	era	29	3	era	29	3	6	6	chichis	60	7	1	e	Down	n	La chaqueta que ella compró era demasiado pequeña para sus chichis	42	Spa	4	s	La chaqueta que ella compró	La chaqueta que ella compró	La chaqueta que ella compró era demasiado pequeña para sus	correct	"La chaqueta que ella compró era demasiado pequeña para sus chichis, así que se la devolvió."	16	taboo	147	147	147	147	0	147	0	1	4	E1_SCS1	44	44	1	0.125117267	-0.455226967	-0.144107186	0.955233529	H
10	FALSE	1181	64	1856	Down	n	¿Olían así durante el festival de cine?	olían	12	5	olían	12	5	3	3	alcohol	20	7	1	e	Down	n	Las calles olían a alcohol	11	Spa	4	s	Las calles	Las calles	Las calles olían a	correct	Las calles olían a alcohol durante el festival de primavera.	10	neut	0	152	339	339	0	339	0	1	4	E1_SCS1	44	44	1	0.157603539	0.035847475	0.691959432	0.955233529	H
10	FALSE	865	65	824	Down	n	¿Se le impidió ir a un viaje de negocios?	said	9	4	said	9	4	3	3	diarrhea	19	8	1	e	Down	n	Su mamá said that diarrhea	22	CS	4	s	Su mamá	Su mamá	Su mamá said that	correct	Su mamá said that diarrhea prevented him from going to the trip.	12	taboo	151	151	151	151	0	151	0	1	4	E1_SCS1	44	44	1	0.151106285	-0.44499625	-0.126689131	0.955233529	H
10	FALSE	992	70	1381	Down	n	¿Invitó a la persona por correo electrónico?	invitó	42	6	invitó	42	6	9	9	colega	55	6	1	e	Down	n	"Ayer por la noche, por mensaje de texto, invitó a ese colega"	41	Spa	4	s	"Ayer por la noche, por mensaje de texto,"	"Ayer por la noche, por mensaje de texto,"	"Ayer por la noche, por mensaje de texto, invitó a ese"	correct	"Ayer por la noche, por mensaje de texto, invitó a ese colega a su lugar a cenar."	17	neut	153	153	153	153	0	153	0	1	4	E1_SCS1	44	44	1	0.164100794	-0.439880891	-0.117980104	0.955233529	H
10	FALSE	851	71	618	Up	n	¿Estaban frente al cine?	había	19	5	había	19	5	5	5	perras	38	6	1	e	Down	n	Mi amigo dijo que había un montón de perras	36	Spa	4	s	Mi amigo dijo que	Mi amigo dijo que	Mi amigo dijo que había un montón de	incorrect	Mi amigo dijo que había un montón de perras delante del club anoche.	13	taboo	148	148	148	148	0	148	0	1	4	E1_SCS1	44	44	1	0.131614522	-0.452669288	-0.139752672	0.955233529	H
10	FALSE	1040	73	1120	Down	n	¿Estaban tranquilos?	and	15	3	and	15	3	3	3	Dude	29	4	1	e	Down	n	"Se detuvieron and shouted: \Dude"""	21	CS	4	s	Se detuvieron	Se detuvieron	Se detuvieron and shouted:	correct	"Se detuvieron and shouted: \Dude, move out of the way\"" \"".\"""""	10	neut	155	155	155	155	0	155	0	1	4	E1_SCS1	44	44	1	0.177095303	-0.434765532	-0.109271077	0.955233529	H
10	FALSE	1129	75	1251	Down	n	¿Es el producto para la skin?	for	15	3	for	15	3	4	4	scalp	39	5	1	e	Up	y	Vi un anuncio for a new cream for the scalp	3	CS	4	s	Vi un anuncio	Vi un anuncio	Vi un anuncio for a new cream for the	incorrect	Vi un anuncio for a new cream for the scalp so that it doesn't itch.	15	neut	399	399	399	399	0	399	0	1	4	E1_SCS1	44	44	1	1.762425379	0.189308238	0.95323025	0.955233529	H
10	FALSE	1115	78	1744	Down	n	¿Alguien escribió en la pared al lado de la iglesia?	somebody	15	8	somebody	15	8	4	4	boss	31	4	1	e	Down	n	"El año pasado somebody wrote \boss\"""""	27	CS	4	s	El año pasado	El año pasado	El año pasado somebody wrote	correct	"El año pasado somebody wrote \boss\"" on the wall next to the bank."""	13	neut	159	159	159	159	0	159	0	1	4	E1_SCS1	44	44	1	0.20308432	-0.424534815	-0.091853022	0.955233529	H
10	FALSE	1026	81	783	Up	n	¿Tenía pecas?	that	18	4	that	18	4	5	5	balls	50	5	1	e	Up	y	Mi amigo me dijo that he has had freckles on his balls	10	CS	4	s	Mi amigo me dijo	Mi amigo me dijo	Mi amigo me dijo that he has had freckles on his	correct	Mi amigo me dijo that he has had freckles on his balls since he was a child.	17	taboo	383	383	383	383	0	383	0	1	4	E1_SCS1	44	44	1	1.658469308	0.148385368	0.883558032	0.955233529	H
10	FALSE	1118	82	1555	Up	n	¿Estaba la venta en una tienda grande?	that	14	4	that	14	4	4	4	coffee pots	28	11	1	e	Up	y	Me di cuenta that they had coffee pots	33	CS	4	s	Me di cuenta	Me di cuenta	Me di cuenta that they had	correct	Me di cuenta that they had coffee pots on sale in that big store.	14	neut	0	174	423	423	0	423	0	1	4	E1_SCS1	44	44	1	0.300543136	0.250692544	1.057738578	0.955233529	H
