"","part_item","RECORDING_SESSION_LABEL.x","word_order","use_rating","exposure_rating","offensiveness_rating","taboo_rating","valence_rating","arousal_rating","imagery_rating","critical_word","taboo_status.x","item_num.x","list.x","RECORDING_SESSION_LABEL.y","CURRENT_FIX_ADJUSTED","CURRENT_FIX_PUPIL","TRIAL_INDEX","button_RT","button_pressed","combined_cs_status","comp_q","cs_word","cs_word_char_position","cs_word_length","cs_word_or_combo","cs_word_or_combo_char_position","cs_word_or_combo_length","cs_word_or_combo_word_position","cs_word_word_position","cword","cword_char_position","cword_length","cword_word_position","e_status","exp_button","exp_response","frame_cword_space","item_num.y","lang","list.y","p_status","pre_cs_word_frame_space","pre_cs_word_or_combo_space","pre_cword_frame_space","response_accuracy","sent","sent_length_words","taboo_status.y","SINGLE_FIXATION_DURATION","FIRST_FIXATION_DURATION","GAZE_DURATION","REGRESSION_PATH_DURATION","REREADING_DURATION","TOTAL_DURATION","FIRST_PASS_REGRESSION","FIRST_PAST_FIXATION","Lang_order","DELE","MELICET","dominance","dom_cat","MeanTD","MeanGD","MeanFFD","sdTD","sdGD","sdFFD","seTD","seGD","seFFD"
"587","31_48",31,16,5,6,1,1,5,9,9,"airplane","neut",48,1,31,FALSE,883,86,2105,"Up","n","¿Salió del coche?","and",20,3,"and",20,3,4,4,"airplane",41,8,7,"e","Down","n","Salió del edificio and started yelling \airplane\""""",48,"CS",1,"s","Salió del edificio","Salió del edificio","Salió del edificio and started yelling","incorrect","Salió del edificio and started yelling \airplane\"" in the middle of a busy street.""",14,"neut",0,201,375,375,0,375,"0",1,"SCS1_E2",39,48,0.8125,"High Sp Dom",394.1785714,272.9642857,231.797619,238.7911403,118.8763098,77.67398345,168.8508346,84.05824475,54.92380042
"588","31_5",31,18,6,4,1,3,5,6,9,"penises","taboo",5,1,31,FALSE,812,42,1932,"Up","n","Was there a lot of them?","pointed",23,7,"pointed",23,7,5,5,"penises",70,7,13,"e","Up","y","The museum tour guide pointed out how his paintings were filled with penises",5,"Eng",1,"s","The museum tour guide","The museum tour guide","The museum tour guide pointed out how his paintings were filled with","correct","The museum tour guide pointed out how his paintings were filled with penises at the beginning of his career.",19,"taboo",192,192,192,192,0,192,"0",1,"SCS1_E2",39,48,0.8125,"High Sp Dom",408.3956044,298.2967033,245.021978,245.8860567,142.9286142,89.44308905,173.8676981,101.0657924,63.2458148
"589","31_6",31,2,2,7,1,1,5,4,4,"show","neut",6,1,31,FALSE,957,83,1808,"Up","y","¿Leyó sobre esto ayer?","read",16,4,"I read",14,6,3,4,"show",29,4,7,"e","Down","n","Esta mañana, I read about a show",6,"CS",1,"s","Esta mañana, I","Esta mañana,","Esta mañana, I read about a","incorrect","Esta mañana, I read about a show that happened yesterday in our city.",14,"neut",229,229,229,229,0,229,"0",1,"SCS1_E2",39,48,0.8125,"High Sp Dom",394.1785714,272.9642857,231.797619,238.7911403,118.8763098,77.67398345,168.8508346,84.05824475,54.92380042
"590","31_7",31,3,9,9,1,8,5,2,7,"shit","taboo",7,1,31,FALSE,1084,92,2025,"Down","n","¿Ocurrió esto cuando volvió del lago?","from",16,4,"from",16,4,3,3,"shit",38,4,8,"e","Down","n","Cuando regresó from the farm, he had shit",7,"CS",1,"s","Cuando regresó","Cuando regresó","Cuando regresó from the farm, he had","correct","Cuando regresó from the farm, he had shit all over his pants.",12,"taboo",162,162,162,162,0,162,"0",1,"SCS1_E2",39,48,0.8125,"High Sp Dom",487.7228916,303.8795181,254.4819277,305.6617896,157.5583823,107.3017584,216.1355241,111.4106006,75.87380099
"591","4_10",4,4,4,7,2,7,5,4,9,"balls","taboo",10,4,4,FALSE,1046,41,1131,"Up","n","¿Tenía pecas?","that",18,4,"that",18,4,5,5,"balls",50,5,12,"e","Up","y","Mi amigo me dijo that he has had freckles on his balls",10,"CS",4,"s","Mi amigo me dijo","Mi amigo me dijo","Mi amigo me dijo that he has had freckles on his","correct","Mi amigo me dijo that he has had freckles on his balls since he was a child.",17,"taboo",172,172,172,172,0,350,"0",1,"E2_SCS2",27,47,0.574468085,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"592","4_13",4,21,6,7,1,1,7,1,9,"sugar","neut",13,4,4,FALSE,1379,34,775,"Down","n","Was he addicted for 5 years?","was",16,3,"was",16,3,4,4,"sugar",32,5,7,"e","Down","n","In college, he was addicted to sugar",13,"Eng",4,"s","In college, he","In college, he","In college, he was addicted to","correct","In college, he was addicted to sugar for three years.",10,"neut",443,443,443,443,0,645,"0",1,"E2_SCS2",27,47,0.574468085,"Low Sp Dom",418.2574257,250.5544554,223.990099,226.9578663,99.36060338,74.44910947,160.4834463,70.25855644,52.64347016
"593","4_14",4,22,3,5,1,5,8,2,9,"nipple","taboo",14,4,4,FALSE,1373,17,793,"Up","n","Did her baby hurt her?","bit",10,3,"bit",10,3,3,3,"nipple",18,6,5,"e","Up","y","Her baby bit her nipple",14,"Eng",4,"s","Her baby","Her baby","Her baby bit her","correct","Her baby bit her nipple and drew blood.",8,"taboo",0,153,153,678,525,287,"1",1,"E2_SCS2",27,47,0.574468085,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"594","4_15",4,5,6,9,1,1,5,1,9,"arm","neut",15,4,4,FALSE,1138,52,2321,"Down","n","¿Ha estado la marca allí durante una semana?","big",10,3,"big",10,3,3,3,"arm",25,3,7,"e","Down","n","Tengo un big mark on my arm",15,"CS",4,"s","Tengo un","Tengo un","Tengo un big mark on my","correct","Tengo un big mark on my arm from yesterday's party.",10,"neut",194,194,194,194,0,194,"0",1,"E2_SCS2",27,47,0.574468085,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"595","4_19",4,23,3,7,1,1,5,1,9,"quarter","neut",19,4,4,FALSE,1314,14,843,"Up","n","Did the person see it on the cupboard?","we",15,2,"we",15,2,4,4,"quarter",45,7,11,"e","Down","n","In the hostel we were staying at, I found a quarter",19,"Eng",4,"s","In the hostel","In the hostel","In the hostel we were staying at, I found a","incorrect","In the hostel we were staying at, I found a quarter on the bed sheet.",15,"neut",247,247,247,247,0,247,"0",1,"E2_SCS2",27,47,0.574468085,"Low Sp Dom",418.2574257,250.5544554,223.990099,226.9578663,99.36060338,74.44910947,160.4834463,70.25855644,52.64347016
"596","4_21",4,7,8,9,1,5,7,7,7,"Dude","neut",21,4,4,FALSE,1090,66,1036,"Down","n","¿Estaban tranquilos?","and",15,3,"and",15,3,3,3,"Dude",29,4,5,"e","Down","n","Se detuvieron and shouted: \Dude""",21,"CS",4,"s","Se detuvieron","Se detuvieron","Se detuvieron and shouted:","correct","Se detuvieron and shouted: \Dude, move out of the way\"" \"".\""""",10,"neut",0,207,331,331,0,331,"0",1,"E2_SCS2",27,47,0.574468085,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"597","4_22",4,8,2,7,2,5,1,3,9,"diarrhea","taboo",22,4,4,FALSE,1073,22,7203,"Up","n","¿Se le impidió ir a un viaje de negocios?","said",9,4,"said",9,4,3,3,"diarrhea",19,8,5,"e","Down","n","Su mamá said that diarrhea",22,"CS",4,"s","Su mamá","Su mamá","Su mamá said that","incorrect","Su mamá said that diarrhea prevented him from going to the trip.",12,"taboo",244,244,244,244,0,454,"0",1,"E2_SCS2",27,47,0.574468085,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"598","4_25",4,25,2,2,1,5,1,2,9,"cigarette","neut",25,4,4,FALSE,1342,27,1165,"Up","n","Did Maria's mom find it in Maria's private space?","found",13,5,"found",13,5,3,3,"cigarette",21,9,5,"e","Up","y","Maria's mom found a cigarette",25,"Eng",4,"s","Maria's mom","Maria's mom","Maria's mom found a","correct","Maria's mom found a cigarette in her room.",8,"neut",169,169,169,169,0,169,"0",1,"E2_SCS2",27,47,0.574468085,"Low Sp Dom",418.2574257,250.5544554,223.990099,226.9578663,99.36060338,74.44910947,160.4834463,70.25855644,52.64347016
"599","4_26",4,26,2,4,1,9,3,8,9,"pornography","taboo",26,4,4,FALSE,1300,28,611,"Up","n","Were they by the refrigerator?","talking",14,7,"talking",14,7,4,4,"pornography",28,11,6,"e","Up","y","I heard them talking about pornography",26,"Eng",4,"s","I heard them","I heard them","I heard them talking about","correct","I heard them talking about pornography by the refrigerator.",9,"taboo",0,158,326,326,0,326,"0",1,"E2_SCS2",27,47,0.574468085,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"600","4_27",4,9,5,9,1,1,5,6,7,"boss","neut",27,4,4,FALSE,946,77,1729,"Down","n","¿Alguien escribió en la pared al lado de la iglesia?","somebody",15,8,"somebody",15,8,4,4,"boss",31,4,6,"e","Down","n","El año pasado somebody wrote \boss\""""",27,"CS",4,"s","El año pasado","El año pasado","El año pasado somebody wrote","correct","El año pasado somebody wrote \boss\"" on the wall next to the bank.""",13,"neut",297,297,297,297,0,772,"0",1,"E2_SCS2",27,47,0.574468085,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"601","4_32",4,28,7,6,1,8,5,4,9,"condoms","taboo",32,4,4,FALSE,1229,37,5845,"Up","n","Did a lot of them fall?","yesterday",25,9,"yesterday",25,9,7,7,"condoms",47,7,11,"e","Up","y","When I was in the store yesterday, a bunch of condoms",32,"Eng",4,"s","When I was in the store","When I was in the store","When I was in the store yesterday, a bunch of","correct","When I was in the store yesterday, a bunch of condoms fell from a shelf.",15,"taboo",302,302,302,302,0,302,"0",1,"E2_SCS2",27,47,0.574468085,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"602","4_34",4,12,6,5,1,9,7,5,9,"blowjobs","taboo",34,4,4,FALSE,1124,44,6565,"Down","n","¿Leyó el consejos en línea?","some",10,4,"some",10,4,3,3,"blowjobs",32,8,7,"e","Up","y","He leído some advice on giving blowjobs",34,"CS",4,"s","He leído","He leído","He leído some advice on giving","incorrect","He leído some advice on giving blowjobs on the internet.",10,"taboo",189,189,189,189,0,189,"0",1,"E2_SCS2",27,47,0.574468085,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"603","4_38",4,30,6,6,1,9,8,9,8,"orgasm","taboo",38,4,4,FALSE,1652,49,890,"Down","n","Did this happen in the morning?","the other",17,9,"the other",17,9,5,5,"orgasm",43,6,11,"e","Down","n","When I got home the other night, I had an orgasm",38,"Eng",4,"s","When I got home","When I got home","When I got home the other night, I had an","correct","When I got home the other night, I had an orgasm on the couch.",14,"taboo",255,255,255,255,0,425,"0",1,"E2_SCS2",27,47,0.574468085,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"604","4_4",4,2,2,4,1,3,1,3,9,"fart","taboo",4,4,4,FALSE,1083,96,1664,"Up","y","¿Lo oí ayer?","heard",10,5,"I heard",8,7,2,3,"fart",18,4,5,"e","Up","y","Anoche I heard a fart",4,"CS",4,"s","Anoche I","Anoche","Anoche I heard a","correct","Anoche I heard a fart from my neighbor's apartment.",9,"taboo",273,273,273,273,0,273,"0",1,"E2_SCS2",27,47,0.574468085,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"605","4_40",4,14,2,3,1,9,5,7,9,"lubricant","taboo",40,4,4,FALSE,1146,38,938,"Down","y","¿Lo estaban vendiendo?","saw",36,3,"I saw",34,5,6,7,"lubricant",66,9,13,"e","Down","n","Mientras caminaba por el campus, I saw that they were giving out lubricant",40,"CS",4,"s","Mientras caminaba por el campus, I","Mientras caminaba por el campus,","Mientras caminaba por el campus, I saw that they were giving out","correct","Mientras caminaba por el campus, I saw that they were giving out lubricant to students in the courtyard.",18,"taboo",0,166,331,331,0,515,"0",1,"E2_SCS2",27,47,0.574468085,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"606","4_44",4,32,1,1,1,5,1,9,9,"turd","taboo",44,4,4,FALSE,1126,5,943,"Down","y","Did they find it in a fountain?","found",27,5,"they found",22,10,4,5,"turd",35,4,7,"e","Down","n","Earlier this summer, they found a turd",44,"Eng",4,"s","Earlier this summer, they","Earlier this summer,","Earlier this summer, they found a","correct","Earlier this summer, they found a turd in the showers at the waterpark.",13,"taboo",152,152,152,152,0,411,"0",1,"E2_SCS2",27,47,0.574468085,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"607","4_46",4,16,4,7,1,7,5,3,9,"sperm","taboo",46,4,4,FALSE,1109,97,1169,"Down","y","¿Era rico después de la universidad?","donated",31,7,"he donated",28,10,5,6,"sperm",39,5,7,"e","Down","n","Después de la universidad, he donated sperm",46,"CS",4,"s","Después de la universidad, he","Después de la universidad,","Después de la universidad, he donated","correct","Después de la universidad, he donated sperm to make some extra cash.",12,"taboo",145,145,145,145,0,145,"0",1,"E2_SCS2",27,47,0.574468085,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"608","4_9",4,3,8,9,1,1,9,1,2,"welcome","neut",9,4,4,FALSE,1177,90,1329,"Up","n","¿Dijo el niño esto?","said",9,4,"said",9,4,3,3,"welcome",15,7,4,"e","Up","y","El niño said \welcome\""""",9,"CS",4,"s","El niño","El niño","El niño said","correct","El niño said \welcome\"" in front of everyone""",8,"neut",173,173,173,173,0,298,"0",1,"E2_SCS2",27,47,0.574468085,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"609","5_10",5,3,6,5,2,1,5,4,9,"legs","neut",10,5,5,FALSE,909,98,1404,"Up","n","¿Tenía pecas?","that",18,4,"that",18,4,5,5,"legs",50,4,12,"e","Up","y","Mi amigo me dijo that he has had freckles on his legs",10,"CS",5,"s","Mi amigo me dijo","Mi amigo me dijo","Mi amigo me dijo that he has had freckles on his","correct","Mi amigo me dijo that he has had freckles on his legs since he was a child.",17,"neut",196,196,196,196,0,196,"0",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"610","5_11",5,4,1,1,7,6,3,1,7,"piss","taboo",11,5,5,FALSE,819,99,2971,"Down","n","¿Olían así durante el festival de cine?","smelled",12,7,"smelled",12,7,3,3,"piss",23,4,5,"e","Down","n","Las calles smelled of piss",11,"CS",5,"s","Las calles","Las calles","Las calles smelled of","correct","Las calles smelled of piss during the spring festival.",9,"taboo",123,123,123,123,0,123,"0",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"611","5_14",5,21,5,6,5,4,5,6,8,"finger","neut",14,5,5,FALSE,1102,43,1134,"Up","n","Did her baby hurt her?","bit",10,3,"bit",10,3,3,3,"finger",18,6,5,"e","Up","y","Her baby bit her finger",14,"Eng",5,"s","Her baby","Her baby","Her baby bit her","correct","Her baby bit her finger and drew blood.",8,"neut",231,231,231,487,256,231,"1",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",418.2574257,250.5544554,223.990099,226.9578663,99.36060338,74.44910947,160.4834463,70.25855644,52.64347016
"612","5_15",5,22,1,2,5,5,3,6,2,"buttock","taboo",15,5,5,FALSE,1043,45,1707,"Down","n","Has the mark been there for a week?","big",10,3,"big",10,3,4,4,"buttock",25,7,8,"e","Down","n","I have a big mark on my buttock",15,"Eng",5,"s","I have a","I have a","I have a big mark on my","correct","I have a big mark on my buttock from yesterday's party.",11,"taboo",175,175,175,175,0,630,"0",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"613","5_16",5,5,5,5,1,3,7,6,7,"art","neut",16,5,5,FALSE,898,84,1688,"Up","n","¿El hombre hizo esto en público?","showed",11,6,"showed",11,6,3,3,"art",26,3,6,"e","Up","y","Un hombre showed her his art",16,"CS",5,"s","Un hombre","Un hombre","Un hombre showed her his","correct","Un hombre showed her his art in the street.",9,"neut",0,257,257,633,376,449,"1",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"614","5_17",5,6,2,1,5,8,5,5,1,"anus","taboo",17,5,5,FALSE,845,54,2904,"Up","n","¿Tuvo un trastorno compulsivo?","washed",16,6,"washed",16,6,4,4,"anus",27,4,6,"e","Up","y","Mi mejor amigo washed his anus",17,"CS",5,"s","Mi mejor amigo","Mi mejor amigo","Mi mejor amigo washed his","correct","Mi mejor amigo washed his anus compulsively in college.",9,"taboo",232,232,232,232,0,232,"0",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"615","5_2",5,17,7,8,1,3,8,6,6,"education","neut",2,5,5,FALSE,1095,51,1550,"Down","n","Is this a problem in cities?","that",18,4,"that",18,4,4,4,"education",23,9,5,"e","Down","n","I read somewhere that education",2,"Eng",5,"s","I read somewhere","I read somewhere","I read somewhere that","correct","I read somewhere that education is a big problem in small communities.",12,"neut",367,367,367,367,0,632,"0",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",418.2574257,250.5544554,223.990099,226.9578663,99.36060338,74.44910947,160.4834463,70.25855644,52.64347016
"616","5_20",5,23,8,8,8,5,3,7,8,"politics","neut",20,5,5,FALSE,950,24,2590,"Up","n","Do children start talking about this very early?","start",6,5,"start",6,5,2,2,"politics",26,8,5,"e","Up","y","Kids start talking about politics",20,"Eng",5,"s","Kids","Kids","Kids start talking about","correct","Kids start talking about politics very early these days.",9,"neut",149,149,149,149,0,359,"0",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",418.2574257,250.5544554,223.990099,226.9578663,99.36060338,74.44910947,160.4834463,70.25855644,52.64347016
"617","5_21",5,24,7,7,6,8,2,7,5,"Asshole","taboo",21,5,5,FALSE,1194,21,993,"Down","n","Were they calm?","and",14,3,"and",14,3,3,3,"Asshole",28,7,5,"e","Down","n","They stopped and shouted: \Asshole""",21,"Eng",5,"s","They stopped","They stopped","They stopped and shouted:","correct","They stopped and shouted: \Asshole, move out of the way\"" \"".\""""",10,"taboo",260,260,260,260,0,260,"0",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"618","5_22",5,7,5,6,1,3,3,5,1,"obligations","neut",22,5,5,FALSE,892,47,6393,"Down","n","¿Se le impidió ir a un viaje de negocios?","said",9,4,"said",9,4,3,3,"obligations",19,11,5,"e","Down","n","Su mamá said that obligations",22,"CS",5,"s","Su mamá","Su mamá","Su mamá said that","correct","Su mamá said that obligations prevented him from going to the trip.",12,"neut",189,189,189,189,0,189,"0",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"619","5_23",5,8,3,3,6,6,5,3,7,"erection","taboo",23,5,5,FALSE,821,55,1383,"Up","n","¿Carlos dio la vuelta?","she",30,3,"she",30,3,6,6,"erection",48,8,10,"e","Up","y","Cuando Carlos dio la vuelta, she could see his erection",23,"CS",5,"s","Cuando Carlos dio la vuelta,","Cuando Carlos dio la vuelta,","Cuando Carlos dio la vuelta, she could see his","correct","Cuando Carlos dio la vuelta, she could see his erection through his clothes.",13,"taboo",156,156,156,156,0,156,"0",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"620","5_26",5,25,8,8,5,5,3,7,4,"government","neut",26,5,5,FALSE,1097,38,1280,"Up","n","Were they by the refrigerator?","talking",14,7,"talking",14,7,4,4,"government",28,10,6,"e","Up","y","I heard them talking about government",26,"Eng",5,"s","I heard them","I heard them","I heard them talking about","correct","I heard them talking about government by the refrigerator.",9,"neut",0,162,334,334,0,334,"0",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",418.2574257,250.5544554,223.990099,226.9578663,99.36060338,74.44910947,160.4834463,70.25855644,52.64347016
"621","5_27",5,26,3,4,8,7,2,4,2,"whore","taboo",27,5,5,FALSE,1006,28,2232,"Down","n","Did somebody write on the wall next to the church?","somebody",11,8,"somebody",11,8,3,3,"whore",27,5,5,"e","Down","n","Last year somebody wrote \whore\""""",27,"Eng",5,"s","Last year","Last year","Last year somebody wrote","correct","Last year somebody wrote \whore\"" on the wall next to the bank.""",12,"taboo",295,295,295,295,0,544,"0",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"622","5_28",5,9,5,3,1,2,5,4,7,"mascara","neut",28,5,5,FALSE,1031,19,2460,"Down","n","¿Ocurrió esto después del gimnasio?","she",24,3,"she",24,3,5,5,"mascara",43,7,9,"e","Down","n","Después de la reunión, she leaned and her mascara",28,"CS",5,"s","Después de la reunión,","Después de la reunión,","Después de la reunión, she leaned and her","correct","Después de la reunión, she leaned and her mascara fell out of her bag.",14,"neut",0,164,484,484,0,591,"0",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"623","5_29",5,10,6,4,4,7,5,6,7,"menstruation","taboo",29,5,5,FALSE,869,95,1724,"Up","n","¿Hablaban las tías tomando café?","were",10,4,"were",10,4,3,3,"menstruation",30,12,6,"e","Up","y","Mis tías were chatting about menstruation",29,"CS",5,"s","Mis tías","Mis tías","Mis tías were chatting about","correct","Mis tías were chatting about menstruation while having coffee yesterday.",10,"taboo",0,195,340,340,0,340,"0",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"624","5_3",5,18,7,6,5,7,5,7,7,"vagina","taboo",3,5,5,FALSE,1021,23,1370,"Down","n","Is the product for the skin?","for",13,3,"for",13,3,5,5,"vagina",37,6,11,"e","Up","y","I saw an ad for a new cream for the vagina",3,"Eng",5,"s","I saw an ad","I saw an ad","I saw an ad for a new cream for the","incorrect","I saw an ad for a new cream for the vagina so that it doesn't itch.",16,"taboo",0,177,177,457,280,303,"1",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"625","5_33",5,28,3,3,5,7,5,4,8,"vibrators","taboo",33,5,5,FALSE,1139,46,1991,"Up","n","Was the sale in a big store?","that",11,4,"that",11,4,3,3,"vibrators",25,9,6,"e","Up","y","I noticed that they had vibrators",33,"Eng",5,"s","I noticed","I noticed","I noticed that they had","correct","I noticed that they had vibrators on sale in that big store.",12,"taboo",264,264,264,264,0,264,"0",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"626","5_34",5,11,5,4,1,3,5,5,6,"speeches","neut",34,5,5,FALSE,833,44,1441,"Up","n","¿Leyó el consejos en línea?","some",10,4,"some",10,4,3,3,"speeches",32,8,7,"e","Up","y","He leído some advice on giving speeches",34,"CS",5,"s","He leído","He leído","He leído some advice on giving","correct","He leído some advice on giving speeches on the internet.",10,"neut",0,301,435,435,0,435,"0",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"627","5_35",5,12,2,3,6,7,5,5,1,"erotic","taboo",35,5,5,FALSE,849,101,1570,"Up","n","¿Vieron la película la semana pasada?","last",23,4,"last",23,4,5,5,"erotic",40,6,8,"e","Up","y","La película que vimos last weekend was erotic",35,"CS",5,"s","La película que vimos","La película que vimos","La película que vimos last weekend was","correct","La película que vimos last weekend was erotic from beginning to end.",12,"taboo",0,166,283,283,0,283,"0",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
"628","5_38",5,29,6,6,1,1,9,7,9,"sandwich","neut",38,5,5,FALSE,1062,16,2358,"Down","n","Did this happen in the morning?","the other",17,9,"the other",17,9,5,5,"sandwich",42,8,11,"e","Down","n","When I got home the other night, I had a sandwich",38,"Eng",5,"s","When I got home","When I got home","When I got home the other night, I had a","correct","When I got home the other night, I had a sandwich on the couch.",14,"neut",0,192,270,270,0,710,"0",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",418.2574257,250.5544554,223.990099,226.9578663,99.36060338,74.44910947,160.4834463,70.25855644,52.64347016
"629","5_39",5,30,2,1,7,9,2,8,3,"orgy","taboo",39,5,5,FALSE,1213,6,2061,"Up","y","Was it close?","would",36,5,"I would",34,7,8,9,"orgy",58,4,14,"e","Up","y","If I didnÆt have homework to do, I would have gone to an orgy",39,"Eng",5,"s","If I didnÆt have homework to do, I","If I didnÆt have homework to do,","If I didnÆt have homework to do, I would have gone to an","correct","If I didnÆt have homework to do, I would have gone to an orgy that was next door.",18,"taboo",341,341,341,341,0,341,"0",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",466.9578947,260.2105263,224.4210526,291.0145465,126.5782825,65.40814234,205.7783593,89.50436188,46.25054099
"630","5_4",5,1,3,3,1,2,7,3,5,"clap","neut",4,5,5,FALSE,983,17,2042,"Up","y","¿Lo oí ayer?","heard",10,5,"I heard",8,7,2,3,"clap",18,4,5,"e","Up","y","Anoche I heard a clap",4,"CS",5,"s","Anoche I","Anoche","Anoche I heard a","correct","Anoche I heard a clap from the neighbor's apartment.",9,"neut",154,154,154,154,0,154,"0",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",419.3125,267.6979167,216.5833333,275.2651664,135.9386951,61.15926864,194.6418658,96.12317316,43.24613359
"631","5_41",5,14,3,3,8,8,2,5,5,"slut","taboo",41,5,5,FALSE,973,87,2753,"Down","y","¿Invitó a la persona por correo electrónico?","invited",45,7,"he invited",42,10,9,10,"slut",58,4,12,"e","Down","n","Ayer por la noche, por mensaje de texto, he invited that slut",41,"CS",5,"s","Ayer por la noche, por mensaje de texto, he","Ayer por la noche, por mensaje de texto,","Ayer por la noche, por mensaje de texto, he invited that","correct","Ayer por la noche, por mensaje de texto, he invited that slut to his place for dinner.",17,"taboo",223,223,223,223,0,223,"0",1,"E1_SCS1",30,47,0.638297872,"Low Sp Dom",394.5471698,294.9528302,244.254717,221.788837,137.9189121,91.91870749,156.8283907,97.52339803,64.99634139
